query,oracle_alpha,best_ndcg,ndcg_at_alpha1,curve_range,n_argmax_ties
investment policy for opeb funds,0.2,1.0,1.0,0.36907024642854247,17
is kim jong-un a pilot,0.6,0.5,0.5,0.11314719276545837,9
what happened at the haymarket square incident.,0.0,1.0,1.0,0.0,21
what college can be good for video game designer,0.9,0.6309297535714575,0.6309297535714575,0.31546487678572877,3
how do you add a companion at southwest,0.1,0.5,0.5,0.06932344192660694,18
wedbush investments,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what are some good way to fight anxiety,0.05,1.0,1.0,0.36907024642854247,20
is a standard score and z score the same thing,0.95,0.6309297535714575,0.5,0.20025319549806447,1
environment effects fukushima,0.55,1.0,1.0,0.5,10
what did president wilson do as a result of pancho villas attack on the united states?,0.0,0.6309297535714575,0.6309297535714575,0.0,21
meaning of headache in back of head,0.0,1.0,0.6309297535714575,0.36907024642854247,20
meaning of headache in back of head,1.0,1.0,1.0,0.5,1
are blue lips always a sign of cyanosis,0.85,0.5,0.5,0.14379281289197782,4
what county is cannon falls in,0.55,1.0,1.0,0.5,10
permalink definition,0.65,0.3562071871080222,0.3562071871080222,0.055177191444040985,8
what college classes do you have to take for marine biology,0.85,0.6309297535714575,0.5,0.34186492725356965,2
what is euglena gracilis habitat,0.0,0.5,0.38685280723454163,0.11314719276545837,11
what does the affect blunt mean,0.5,0.5,0.43067655807339306,0.5,2
how long after the birth of puppy does the placenta come out,1.0,0.5,0.5,0.21093517368211212,1
tenor definition music,0.1,1.0,1.0,0.36907024642854247,19
height needed to cause death,0.0,0.0,0.0,0.0,21
height needed to cause death,0.0,0.0,0.0,0.0,21
mouth frenulum,0.95,1.0,1.0,1.0,2
what is insulator,0.45,1.0,0.6309297535714575,1.0,8
how old was the oldest chinchilla?,0.0,1.0,1.0,0.0,21
warren wilson acceptance rate,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what is  the systems utility,0.25,1.0,1.0,1.0,16
rn bsn phn definition,0.85,1.0,1.0,1.0,4
is alec baldwin dead,0.0,1.0,1.0,0.0,21
how to set a crockpot of beans,0.7,0.38685280723454163,0.3562071871080222,0.38685280723454163,1
is creatinine usually in urine,0.9,1.0,1.0,1.0,3
how much square feet in a square of land,1.0,0.31546487678572877,0.31546487678572877,0.31546487678572877,1
double hatting definition,0.3,1.0,0.6309297535714575,0.36907024642854247,11
what energy bar for marathon runner,0.0,1.0,0.3562071871080222,0.6437928128919779,16
what is graphic ram,0.45,0.2890648263178879,0.2890648263178879,0.2890648263178879,2
what is graphic ram,1.0,1.0,1.0,1.0,1
is nori made from kelp,1.0,0.3562071871080222,0.3562071871080222,0.3562071871080222,1
is ocrevus approved in us,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
what county is holly michigan in,0.0,1.0,0.6309297535714575,0.36907024642854247,13
meaning of the word decorated,0.7,0.5,0.5,0.5,7
weather in sonoma county california,0.85,0.6309297535714575,0.6309297535714575,0.6309297535714575,4
how to submit a change of address,0.0,1.0,0.38685280723454163,0.6131471927654584,18
net worth of jason mewes,0.0,1.0,1.0,0.0,21
what happens if uti is left untreated,0.0,0.3562071871080222,0.3333333333333333,0.022873853774688868,1
what is downforce,0.0,0.6309297535714575,0.6309297535714575,0.13092975357145753,15
what animal is timon in lion king,0.0,0.6309297535714575,0.6309297535714575,0.0,21
types of communication patterns,0.0,1.0,0.31546487678572877,0.6845351232142712,12
what college did dr seuss go to,0.75,0.6309297535714575,0.6309297535714575,0.2975964202381242,6
angus jones net worth,0.0,1.0,0.3562071871080222,0.6437928128919779,13
how much is a surface pro 4,0.95,0.38685280723454163,0.38685280723454163,0.38685280723454163,2
what is breccia used for,0.0,0.3333333333333333,0.0,0.3333333333333333,4
what is disney netflix called,0.0,1.0,1.0,0.0,21
subtotal function excel,0.85,0.38685280723454163,0.38685280723454163,0.09778798091665375,4
what form does the naval reserve use for discharge,0.4,0.2890648263178879,0.0,0.2890648263178879,2
what is iaas in networking,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,9
normal ranges for heart rate,0.0,0.0,0.0,0.0,21
"what county is camarillo, ca in?",0.0,1.0,1.0,0.0,21
how many grams in a tablespoon?,0.9,0.38685280723454163,0.3562071871080222,0.38685280723454163,2
meaning of bondservant,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,10
how many pathways can be found in a series circuit,0.0,1.0,0.6309297535714575,0.36907024642854247,18
what did gale storm star in,0.1,0.38685280723454163,0.3333333333333333,0.053519473901208314,4
what college did katherine johnson attend,0.35,1.0,1.0,0.5693234419266069,14
synonym for brainstorm,0.9,0.3010299956639812,0.0,0.3010299956639812,1
synonym for brainstorm,0.0,0.6309297535714575,0.38685280723454163,0.2440769463369159,13
police physical test prep,0.7,1.0,1.0,0.36907024642854247,7
what is hardware conflict,0.2,1.0,1.0,0.36907024642854247,17
how much do veneers cost,1.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,1
quatrains definition,0.8,1.0,1.0,0.6437928128919779,5
what does the name axel mean,0.0,1.0,1.0,0.0,21
how much does a psychoanalyst earn in the uk,0.45,1.0,1.0,1.0,12
what are the ingredients in latin american tortilla,0.0,1.0,1.0,0.0,21
is regular milk good for the kidney,0.7,1.0,0.5,0.5,5
cancellous definition,0.45,0.43067655807339306,0.43067655807339306,0.43067655807339306,2
what airport is vko,0.85,0.5,0.5,0.5,4
weather in smokey point wa,0.0,1.0,1.0,0.0,21
how long teeth of kid comes out again,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
what diseases does st jude treat,0.25,1.0,1.0,0.6437928128919779,16
what college does katie ledecky go to,0.0,0.5,0.3562071871080222,0.14379281289197782,5
weather in cabo st lucas in september,0.85,0.3562071871080222,0.3562071871080222,0.3562071871080222,4
list of cities in arkansas,0.25,0.38685280723454163,0.0,0.38685280723454163,1
list of cities in arkansas,0.2,0.43067655807339306,0.38685280723454163,0.09734322474005974,13
average cost of a stone driveway,0.85,0.6309297535714575,0.6309297535714575,0.6309297535714575,4
does. aginal tightening. work,0.3,1.0,0.6309297535714575,0.5,8
pharmacist degree how many years,0.9,1.0,0.6309297535714575,0.6437928128919779,2
time to bake salmon,0.95,0.5,0.5,0.5,2
"what does a plant based, vegan diet consist of?",0.0,1.0,0.5,0.5,14
is zoro grainger,0.3,1.0,1.0,0.36907024642854247,15
how big is wales,0.0,0.6309297535714575,0.6309297535714575,0.0,21
fee to change a flight on delta,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,14
is september autumn,0.25,0.43067655807339306,0.3562071871080222,0.07446937096537087,7
how long to make leaf mulch,0.2,1.0,1.0,0.36907024642854247,17
is torey lanez jamaican,0.25,1.0,1.0,0.5693234419266069,16
cost of ct brain scan,0.1,1.0,1.0,0.5,19
population hillsborough county florida,0.0,1.0,1.0,0.0,21
what benefit does tanf include,0.0,1.0,1.0,0.0,21
system support definition,0.0,1.0,1.0,0.0,21
amazon international phone number,0.95,0.6309297535714575,0.6309297535714575,0.32989975790747633,2
justdial mumbai number,0.0,1.0,1.0,0.0,21
what does flexible seating do for a classroom,0.0,1.0,1.0,0.0,21
days where most drunk drivers,0.9,0.5,0.5,0.5,3
average salary correctional officer,0.5,1.0,1.0,0.6845351232142712,11
what are meta tags used for,0.0,0.3562071871080222,0.3010299956639812,0.055177191444040985,13
what are meta tags used for,0.8,0.6309297535714575,0.6309297535714575,0.2440769463369159,5
names of different skin colors,1.0,0.5,0.5,0.5,1
hof parade schedule of events,0.0,1.0,1.0,0.0,21
is the tassel on the right or left,0.0,0.43067655807339306,0.43067655807339306,0.04382375083885143,16
what city is saint agustin colombia in,0.65,1.0,1.0,0.36907024642854247,8
how much does it cost to get married in a courthouse in nz,0.95,0.43067655807339306,0.38685280723454163,0.43067655807339306,1
what college team did jim kelly play on,0.0,1.0,1.0,0.0,21
is alcohol treatment tax deductable a drug,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,3
is spanish moss a plant,0.65,1.0,1.0,0.6845351232142712,8
"what county is mentone, al in",0.75,0.6309297535714575,0.6309297535714575,0.2975964202381242,6
what is a 289 area code,0.95,0.6309297535714575,0.6309297535714575,0.31546487678572877,2
unforeseeable definition,0.65,1.0,1.0,0.5693234419266069,8
what accredited schools offer programs in theology,0.5,0.3562071871080222,0.3562071871080222,0.3562071871080222,11
how long to bake mini cherry pies,0.6,0.6309297535714575,0.6309297535714575,0.27472256646343535,9
is franklin square nassau?,0.75,1.0,1.0,0.36907024642854247,6
receptor in the skin definition,0.3,1.0,1.0,0.6131471927654584,15
does venelex contain trypsin,0.35,1.0,1.0,0.5,14
a mile how many steps,0.85,0.3333333333333333,0.3333333333333333,0.3333333333333333,4
"what county is apache junction, az in",0.35,1.0,1.0,0.5693234419266069,14
endometrial biopsy what tissue,0.85,0.6309297535714575,0.6309297535714575,0.13092975357145753,4
what colleges did shirley chisholm graduate from,0.0,1.0,1.0,0.0,21
can anyone take an early ira withdrawal,0.8,0.5,0.5,0.5,5
what is interface,0.0,1.0,0.43067655807339306,0.5693234419266069,14
what does albuterol mean,0.1,1.0,1.0,0.36907024642854247,19
what are the typical mortgage loan costs,0.2,0.6309297535714575,0.6309297535714575,0.34186492725356965,16
what code section is depreciation,0.0,1.0,1.0,0.0,21
biggest loser glass body fat scale,0.0,1.0,1.0,0.0,21
scabies define,0.6,0.38685280723454163,0.38685280723454163,0.38685280723454163,9
what is badoo,0.95,0.6309297535714575,0.6309297535714575,0.2975964202381242,2
what are the male reproductive system,0.85,0.43067655807339306,0.43067655807339306,0.43067655807339306,4
cost of harvoni cost in egypt,0.0,1.0,1.0,0.0,21
what date is daylight savings time?,0.95,0.31546487678572877,0.31546487678572877,0.31546487678572877,2
ken's food mart st augustine,0.0,1.0,1.0,0.0,21
population density of chile,0.95,1.0,1.0,0.5,2
population density of chile,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what is applied exercise science,0.0,1.0,0.38685280723454163,0.6131471927654584,16
timberwood middle school population,0.0,1.0,1.0,0.0,21
meaning of bough,0.6,0.5,0.5,0.16666666666666669,9
how common is the name kai,0.0,0.3333333333333333,0.0,0.3333333333333333,2
is manor bank only for northumbria,0.95,0.43067655807339306,0.43067655807339306,0.07446937096537087,2
what is a multilayer ceramic capacitor,0.0,1.0,0.38685280723454163,0.6131471927654584,17
what is dj?,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,6
what does an geological engineer create,0.75,1.0,1.0,1.0,6
what colony did roger williams found?,0.95,1.0,1.0,1.0,2
what gpa do you need for university of vermont,0.0,1.0,1.0,0.0,21
meaning of word  irritable,0.65,0.6309297535714575,0.5,0.2440769463369159,4
what is a bank BIC code,0.4,0.3333333333333333,0.3333333333333333,0.044268507015445435,13
budgeting definition,0.0,0.43067655807339306,0.0,0.43067655807339306,2
budgeting definition,0.45,0.5,0.3333333333333333,0.16666666666666669,8
most common cause ground beef foodborne illness,0.05,1.0,0.6309297535714575,0.36907024642854247,19
board certified physicians what does it means,0.05,1.0,1.0,0.36907024642854247,20
what is a greek delta,0.4,1.0,1.0,0.5693234419266069,13
what is a console tv,0.85,1.0,1.0,1.0,4
the meaning of travis,0.1,1.0,0.5,0.5,12
meaning of trajectory,0.0,0.5,0.38685280723454163,0.14379281289197782,2
what is a shokunin,0.25,1.0,1.0,0.6437928128919779,16
what division are dodgers in,0.8,0.43067655807339306,0.43067655807339306,0.43067655807339306,5
social; security association,0.0,1.0,1.0,0.0,21
define pas de bourree,0.0,1.0,1.0,0.0,21
tattoos cost average,0.25,1.0,1.0,0.36907024642854247,16
cancer drugs for liver,0.0,0.0,0.0,0.0,21
what does oxygen depleted mean,0.2,1.0,1.0,0.36907024642854247,17
what is advanced dysphagia diet,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what do happy meal cost,0.6,1.0,0.6309297535714575,1.0,5
what is humus made of,0.8,1.0,1.0,0.5693234419266069,5
can pinworms cause diarrhea,0.0,0.43067655807339306,0.43067655807339306,0.04382375083885143,11
highest league batting average ever,0.3,0.6309297535714575,0.5,0.20025319549806447,9
what are amazon's leadership principles,0.0,1.0,1.0,0.0,21
salaries of mega church leaders,0.95,0.5,0.5,0.5,2
what colony ment to land in virginia but got blown off my a storm,0.0,1.0,0.3333333333333333,0.6666666666666667,10
what is crosnes,0.4,0.6309297535714575,0.5,0.13092975357145753,12
what is a lifestyle business,0.95,1.0,1.0,0.6131471927654584,2
what is Drug called CLOZARIL,0.0,0.38685280723454163,0.38685280723454163,0.053519473901208314,11
the name remy means,0.25,1.0,1.0,0.36907024642854247,16
do you write thank you notes for an interview,0.0,1.0,0.38685280723454163,0.6131471927654584,5
ups tracking number track shipments,0.0,0.0,0.0,0.0,21
define estrus period,0.85,0.6309297535714575,0.6309297535714575,0.27472256646343535,4
what is an rtt,0.6,1.0,1.0,0.36907024642854247,9
most popular cities in louisiana,0.05,1.0,0.5,0.5,13
most popular cities in louisiana,0.1,0.6309297535714575,0.43067655807339306,0.20025319549806447,9
what color are biohazardous waste and puncture-resistant sharps containers?,0.85,0.3333333333333333,0.3333333333333333,0.03230333766935212,4
what is a civilian position in the police,0.95,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
what does casen mean,0.35,0.43067655807339306,0.38685280723454163,0.09734322474005974,3
is usher's wife pregnant,0.0,0.6309297535714575,0.6309297535714575,0.0,21
is usher's wife pregnant,0.0,1.0,1.0,0.0,21
what county is winter garden fl ni,0.65,1.0,1.0,0.5,8
the definition for fusion,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
the definition for fusion,0.3,1.0,1.0,0.5,15
how large is the clothing industry,0.9,0.5,0.5,0.5,3
hep a and hep b vaccine how long does it last,0.7,0.6309297535714575,0.6309297535714575,0.6309297535714575,7
hep a and hep b vaccine how long does it last,0.8,0.3562071871080222,0.3333333333333333,0.3562071871080222,3
what color are mickey mouse's shoes,0.0,1.0,0.38685280723454163,0.6131471927654584,5
what is a capitation,0.55,0.5,0.5,0.5,10
what does an estrogen blocker do,0.0,1.0,0.43067655807339306,0.5693234419266069,6
what does an estrogen blocker do,0.5,0.3562071871080222,0.3562071871080222,0.04074231032229342,11
what is a clairvoyant psychic,0.7,1.0,1.0,0.6845351232142712,7
what does decompensation mean,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
can low salt cause headache,0.95,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
irs mileage for medical,0.0,0.31546487678572877,0.0,0.31546487678572877,1
what habitat does the opossum live in,0.0,1.0,1.0,0.0,21
what causes pelvic floor pain,0.95,0.43067655807339306,0.43067655807339306,0.43067655807339306,2
what county is cave springs ga in,0.35,1.0,1.0,0.36907024642854247,14
sural nerve is a branch of,0.3,1.0,0.6309297535714575,0.5,10
"what county is delmar, al in",0.0,1.0,0.6309297535714575,0.36907024642854247,17
what is dapper,0.75,0.3562071871080222,0.3562071871080222,0.055177191444040985,6
what is a papyrus tree,0.5,0.6309297535714575,0.6309297535714575,0.31546487678572877,9
what is a papyrus tree,0.75,1.0,1.0,0.6989700043360187,6
what are the college requirements for being a police officer,0.0,1.0,1.0,0.0,21
define altitude,0.45,1.0,1.0,0.5693234419266069,12
endothelium releases what,0.05,0.43067655807339306,0.3010299956639812,0.12964656240941186,11
what color can manganese be,0.0,1.0,0.6309297535714575,0.36907024642854247,19
typology definition,0.1,1.0,0.43067655807339306,0.5693234419266069,6
what creature says precious,0.0,1.0,1.0,0.0,21
how to hook a hammock to a tree,0.05,0.43067655807339306,0.43067655807339306,0.04382375083885143,13
is drysol a prescription,0.0,1.0,0.6309297535714575,0.36907024642854247,17
traffic control device definition,0.0,1.0,1.0,0.0,21
is the basic unit of biological organization of the human body.,0.0,0.0,0.0,0.0,21
central clearance definition government,0.5,1.0,1.0,0.6437928128919779,11
immanuel campus of care,1.0,0.5,0.5,0.06932344192660694,1
definition of coercion,0.35,1.0,1.0,0.36907024642854247,14
what is endocannabinoid system,0.0,0.43067655807339306,0.38685280723454163,0.07446937096537087,1
what are vibes,0.5,1.0,1.0,0.5,11
what brand is embassy suites a part of?,0.85,0.43067655807339306,0.43067655807339306,0.43067655807339306,4
cancer reducing foods,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
