Query,Dataset,Failure Type,Doc in Top-5
density of water,ms_marco,Ranking Error,1
do you need to fast for a lipid profile test,ms_marco,Ranking Error,1
what branch does spanish come from,ms_marco,Ranking Error,1
how long does quarantine last for chicken pox,ms_marco,Ranking Error,1
how long to cook ham per pound,ms_marco,Ranking Error,1
what is wbc esterase,ms_marco,Ranking Error,1
are trade winds deflected by earth rotation,ms_marco,Lexical Miss,0
non deductible ira to roth ira,ms_marco,Ranking Error,1
who was henri castro,ms_marco,Ranking Error,1
what did the hopi people live in,ms_marco,Ranking Error,1
when is barley harvested in israel,ms_marco,Semantic Miss,0
what year did color television come out,ms_marco,Lexical Miss,0
what is ganoderma lucidum,ms_marco,Ranking Error,1
average cost of merry maids,ms_marco,Lexical Miss,0
what makes it rococo style,ms_marco,Ranking Error,1
genus name for algae,ms_marco,Ranking Error,1
un applying ipsas: the cost and benefits,ms_marco,Ranking Error,1
how much do baby raccoons weigh,ms_marco,Ranking Error,1
what does blue colour signify,ms_marco,Ranking Error,1
what diseases can skin rashes,ms_marco,Lexical Miss,0
labor cost to install ceramic tile shower,ms_marco,Semantic Miss,0
what is the meaning of claymore,ms_marco,Ranking Error,1
what is polyfoam,ms_marco,Ranking Error,1
what is polycythemia,ms_marco,Ranking Error,1
measuring water heater height,ms_marco,Ranking Error,1
how to calculate spine of book,ms_marco,Semantic Miss,0
are rehearsal dinner invitations necessary,ms_marco,Ranking Error,1
"Through digestion, polysaccharides are broken down into",ms_marco,Lexical Miss,0
what type of epithelium lines the esophagus,ms_marco,Ranking Error,1
long long before a mot is due can it be done,ms_marco,Ranking Error,1
definition of seiche,ms_marco,Ranking Error,1
what liability does a ltd have,ms_marco,Semantic Miss,0
what is japanese zakka,ms_marco,Ranking Error,1
tuition cost at university of iowa,ms_marco,Ranking Error,1
what is Longitudinal furrows,ms_marco,Ranking Error,1
what medications are opiates,ms_marco,Ranking Error,1
what is Interspecific interaction,ms_marco,Ranking Error,1
how do you hard cook an egg,ms_marco,Lexical Miss,0
what type of government did the bolsheviks established,ms_marco,Ranking Error,1
what is identity management system,ms_marco,Ranking Error,1
how much does it cost to rent a dance hall,ms_marco,Ranking Error,1
how long do cupcakes stay fresh,ms_marco,Ranking Error,1
what is mass and heat balance,ms_marco,Ranking Error,1
is mount baker active,ms_marco,Ranking Error,1
how much income can you make and still contribute to an ira,ms_marco,Ranking Error,1
if someone is HIv positive does that mean they will die with aids,ms_marco,Ranking Error,1
government assistance programs usda how do the program work for buying a home,ms_marco,Ranking Error,1
linguistic authenticity definition,ms_marco,Ranking Error,1
derived trait definition,ms_marco,Ranking Error,1
is detachment a symptom of anxiety,ms_marco,Ranking Error,1
how much does it cost to have a small tree removed,ms_marco,Semantic Miss,0
what happens when a school goes into special measures,ms_marco,Ranking Error,1
average amount spent on textbooks per semester,ms_marco,Ranking Error,1
what is the average cost of cataract surgery in illinois,ms_marco,Ranking Error,1
average carbs per day female,ms_marco,Semantic Miss,0
what is gullah culture,ms_marco,Ranking Error,1
what are strawberries,ms_marco,Ranking Error,1
what the minimum educational requirements for dental hygienist,ms_marco,Ranking Error,1
maximum span for lintel,ms_marco,Ranking Error,1
what are the native bird species of Guam?,ms_marco,Semantic Miss,0
how long is a dbs valid for,ms_marco,Ranking Error,1
what is the normal range of hemoglobin,ms_marco,Ranking Error,1
economic entity principle definition,ms_marco,Ranking Error,1
what are nephrons,ms_marco,Ranking Error,1
how much is an mep paid,ms_marco,Lexical Miss,0
is curacao part of the netherlands,ms_marco,Ranking Error,1
meaning of name shaan,ms_marco,Ranking Error,1
where is gallaudet university located,ms_marco,Ranking Error,1
what does the average fade cost,ms_marco,Semantic Miss,0
how long does it take to grill chicken,ms_marco,Ranking Error,1
how many ounces of water should i drink a day to lose weight,ms_marco,Ranking Error,1
which nutrients egg is a good source of,ms_marco,Ranking Error,1
what are traditional puerto rican dresses called,ms_marco,Semantic Miss,0
are akitas good family dogs,ms_marco,Ranking Error,1
what is a rattling cough,ms_marco,Ranking Error,1
what is thd,ms_marco,Ranking Error,1
definition of life sciences,ms_marco,Ranking Error,1
what are gelatin made of,ms_marco,Ranking Error,1
difference between rheumatoid arthritis and lupus,ms_marco,Lexical Miss,0
what is medical center,ms_marco,Ranking Error,1
what makes it a persian rug,ms_marco,Semantic Miss,0
where is dilley texas,ms_marco,Ranking Error,1
cost of milk production in india,ms_marco,Ranking Error,1
how to help riften skyrim,ms_marco,Ranking Error,1
price to resurface garage floor,ms_marco,Semantic Miss,0
what does sherm mean,ms_marco,Ranking Error,1
escitalopram dosage for depression,ms_marco,Semantic Miss,0
what is falooda noodles in english,ms_marco,Ranking Error,1
how much do sales professional at geico make,ms_marco,Ranking Error,1
cost to pour concrete sidewalk,ms_marco,Ranking Error,1
what does drostdy mean,ms_marco,Ranking Error,1
how many square miles is in perú,ms_marco,Ranking Error,1
what is dexterity,ms_marco,Ranking Error,1
what is the cerrados plain,ms_marco,Ranking Error,1
is ethylene,ms_marco,Ranking Error,1
define udo,ms_marco,Ranking Error,1
regulatory guidance definition,ms_marco,Lexical Miss,0
cost to replace heat pump and furnace,ms_marco,Ranking Error,1
who is the actress who plays kate roberts in days of our lives,ms_marco,Ranking Error,1
what is the currency for cyprus,ms_marco,Ranking Error,1
understanding albumin creatinine ratio,ms_marco,Ranking Error,1
what the average cost of getting a cement foundation,ms_marco,Semantic Miss,0
what is considered southern spain,ms_marco,Lexical Miss,0
what age is recommended for a baby to fly,ms_marco,Semantic Miss,0
what is dietary fiber,ms_marco,Semantic Miss,0
how is sandstone formed?,ms_marco,Ranking Error,1
withdrawal from caffeine how long does it take,ms_marco,Ranking Error,1
"r""\>\=",code_search_net,Ranking Error,1
"r""\=",code_search_net,Lexical Miss,0
Plot annotations,code_search_net,Ranking Error,1
Random paragraphs.,code_search_net,Ranking Error,1
(internal),code_search_net,Ranking Error,1
"r""/",code_search_net,Ranking Error,1
"r""\+",code_search_net,Ranking Error,1
Set the hook.,code_search_net,Ranking Error,1
ERROR state.,code_search_net,Lexical Miss,0
format options using the INI format,code_search_net,Ranking Error,1
:return boolean,code_search_net,Ranking Error,1
Init client,code_search_net,Ranking Error,1
"r""\]",code_search_net,Lexical Miss,0
See tfkl.Layer.build.,code_search_net,Ranking Error,1
init statistics,code_search_net,Semantic Miss,0
Close the stream.,code_search_net,Ranking Error,1
Parse the data.,code_search_net,Lexical Miss,0
Implementation of Dataset.to_arrow_table,code_search_net,Ranking Error,1
Inverse of dict_to_list,code_search_net,Ranking Error,1
Yield filenames.,code_search_net,Ranking Error,1
Run analysis.,code_search_net,Lexical Miss,0
"handle a real task result, either success or failure",code_search_net,Ranking Error,1
Increment a counter.,code_search_net,Ranking Error,1
"return True if okay, raise Exception if not",code_search_net,Ranking Error,1
Login a user.,code_search_net,Ranking Error,1
Main method,code_search_net,Lexical Miss,0
编译全新依赖文件,code_search_net,Lexical Miss,0
Get file information,code_search_net,Ranking Error,1
"r',",code_search_net,Ranking Error,1
如果存在migration且指定为primary_node则执行migrate操作,code_search_net,Ranking Error,1
Mute the volume.,code_search_net,Ranking Error,1
r'\),code_search_net,Ranking Error,1
Calculate/estimate the mode.,code_search_net,Ranking Error,1
启动队列服务[开发中],code_search_net,Ranking Error,1
r'\n+,code_search_net,Ranking Error,1
REBINDING state.,code_search_net,Ranking Error,1
Handle phenotypes.,code_search_net,Ranking Error,1
.,code_search_net,Ranking Error,1
Interrupt a kernel.,code_search_net,Ranking Error,1
Disable abbreviations.,code_search_net,Ranking Error,1
Add registers.,code_search_net,Lexical Miss,0
run pylint,code_search_net,Ranking Error,1
Return Q_beta,code_search_net,Ranking Error,1
GSEA main procedure,code_search_net,Ranking Error,1
尝试对数据库做初始化操作,code_search_net,Ranking Error,1
Init client,code_search_net,Ranking Error,1
docstring for cli,code_search_net,Ranking Error,1
Stop the profiler.,code_search_net,Ranking Error,1
helper for register_message(),code_search_net,Ranking Error,1
Update synopsis.,code_search_net,Ranking Error,1
r'[A-Za-z_][A-Za-z0-9_]*,code_search_net,Lexical Miss,0
#TODO,code_search_net,Ranking Error,1
RENEWING state.,code_search_net,Ranking Error,1
Render the sourcecode.,code_search_net,Lexical Miss,0
See tfkl.Layer.call.,code_search_net,Ranking Error,1
尝试使用内置方式构建账户,code_search_net,Ranking Error,1
Init client,code_search_net,Ranking Error,1
send the registration_request,code_search_net,Ranking Error,1
"r""\?",code_search_net,Semantic Miss,0
Signup,code_search_net,Ranking Error,1
Handles unlocking,code_search_net,Ranking Error,1
Start the timer.,code_search_net,Ranking Error,1
Close the connection,code_search_net,Ranking Error,1
Displays a progressbar,code_search_net,Ranking Error,1
self.parsed_data->self.config,code_search_net,Ranking Error,1
r'[0-9]+,code_search_net,Ranking Error,1
"r"":",code_search_net,Ranking Error,1
Run clean.,code_search_net,Ranking Error,1
END state.,code_search_net,Lexical Miss,0
TODO,code_search_net,Ranking Error,1
Creates the email,code_search_net,Ranking Error,1
装载任务，解决celery无法自动装载的问题,code_search_net,Lexical Miss,0
Run build.,code_search_net,Ranking Error,1
Profiler handler.,code_search_net,Ranking Error,1
"Asserts that the page doesn't have the given path.

        Args:
            path (str | RegexObject): The string or regex that the current ""path"" should match.
            **kwargs: Arbitrary keyword arguments for :class:`CurrentPathQuery`.

        Returns:
            True

        Raises:
            ExpectationNotMet: If the assertion hasn't succeeded during the wait time.",code_search_net,Ranking Error,1
"r""\[",code_search_net,Ranking Error,1
Load communities.,code_search_net,Ranking Error,1
"r""'[^'].+",code_search_net,Lexical Miss,0
Verify a register.,code_search_net,Ranking Error,1
Run analysis.,code_search_net,Ranking Error,1
Create a pool.,code_search_net,Ranking Error,1
Reload children.,code_search_net,Ranking Error,1
Adds all parameters to `traj`,code_search_net,Ranking Error,1
Create a tree.Seq,code_search_net,Ranking Error,1
.,code_search_net,Semantic Miss,0
Set dictionary,code_search_net,Ranking Error,1
Validate request id.,code_search_net,Ranking Error,1
r'-,code_search_net,Lexical Miss,0
"r""\>",code_search_net,Ranking Error,1
Shutdown agents,code_search_net,Ranking Error,1
"r'""[^""\n]*""",code_search_net,Lexical Miss,0
Init client,code_search_net,Ranking Error,1
r'(\d+)(\.\d+),code_search_net,Ranking Error,1
Generate changelog.,code_search_net,Ranking Error,1
Peform build.,code_search_net,Ranking Error,1
Program counter.,code_search_net,Ranking Error,1
Returns variance,code_search_net,Ranking Error,1
.,code_search_net,Semantic Miss,0
Add tasks,code_search_net,Ranking Error,1
video page,code_search_net,Ranking Error,1
Report a histogram.,code_search_net,Ranking Error,1
wrapper,code_search_net,Semantic Miss,0
Schedule a retry,code_search_net,Ranking Error,1
Register hooks.,code_search_net,Lexical Miss,0
Request a new order,code_search_net,Ranking Error,1
Disassemble a code object.,code_search_net,Ranking Error,1
.,code_search_net,Semantic Miss,0
Get users.,code_search_net,Ranking Error,1
"r""\'[^\']*\",code_search_net,Lexical Miss,0
Import ``run_sql``.,code_search_net,Ranking Error,1
Run client.,code_search_net,Ranking Error,1
Tempo coordinates,code_search_net,Ranking Error,1
Wrapper for subprocess.check_output.,code_search_net,Ranking Error,1
http://stackoverflow.com/questions/7900944/read-write-classes-to-files-in-an-efficent-way,code_search_net,Ranking Error,1
Majority gate.,code_search_net,Lexical Miss,0
Create a tree.Alt,code_search_net,Ranking Error,1
Load users.,code_search_net,Ranking Error,1
Arggh matey,code_search_net,Ranking Error,1
Handle events.,code_search_net,Ranking Error,1
Start listening.,code_search_net,Ranking Error,1
Stores a `store_dict`,code_search_net,Ranking Error,1
Parses arguments.,code_search_net,Ranking Error,1
r'\s+,code_search_net,Ranking Error,1
Render the widget.,code_search_net,Ranking Error,1
course page,code_search_net,Semantic Miss,0
Generate model.,code_search_net,Ranking Error,1
New project.,code_search_net,Ranking Error,1
"Evolve a quantum state by the operator.

        Args:
            state (QuantumState): The input statevector or density matrix.
            qargs (list): a list of QuantumState subsystem positions to apply
                           the operator on.

        Returns:
            QuantumState: the output quantum state.

        Raises:
            QiskitError: if the operator dimension does not match the
            specified QuantumState subsystem dimensions.",code_search_net,Ranking Error,1
Loads into dictionary,code_search_net,Ranking Error,1
Render the widget.,code_search_net,Lexical Miss,0
"r""%",code_search_net,Ranking Error,1
